rating_change,5.0%,15.0%,30.0%,50.0%,70.0%,85.0%,95.0%
0,-546.0,-428.8,-302.6,-192.0,-97.40000000000003,22.80000000000001,247.59999999999945
10,-546.0,-426.4,-300.4,-191.0,-92.0,24.80000000000001,261.99999999999983
20,-546.0,-425.6,-293.6,-191.0,-90.60000000000002,27.0,263.4999999999999
30,-546.0,-427.20000000000005,-295.20000000000005,-191.0,-90.0,31.699999999999932,265.7999999999997
40,-546.0,-425.20000000000005,-293.20000000000005,-190.5,-90.0,32.0,264.54999999999995
50,-546.0,-421.20000000000005,-291.0,-187.0,-87.0,35.0,281.3499999999988
60,-546.0,-427.20000000000005,-290.8,-187.0,-82.00000000000023,38.59999999999991,309.0999999999997
70,-546.0,-428.4,-291.0,-186.0,-79.40000000000009,43.39999999999998,301.5999999999988
80,-546.0,-430.3,-291.3,-186.5,-78.70000000000005,45.299999999999955,294.8499999999988
90,-546.0,-428.3,-290.6,-185.0,-76.40000000000003,61.299999999999955,282.7000000000006
100,-546.0,-422.85,-290.9,-185.0,-77.10000000000002,60.549999999999386,276.4999999999998
110,-556.1,-432.3,-294.6,-187.0,-70.90000000000032,109.64999999999998,328.0999999999999
120,-545.0,-429.8,-293.6,-187.0,-39.0,123.79999999999995,352.0
130,-521.7,-403.65,-281.0,-177.0,-26.69999999999999,159.2499999999999,378.1
140,-513.45,-394.4,-273.4,-165.0,3.0,184.69999999999993,395.0499999999999
150,-514.0,-397.0,-261.0,-154.0,22.0,204.0,391.0
160,-520.7,-391.0,-247.3,-136.5,39.49999999999997,222.49999999999983,403.49999999999966
170,-532.8,-384.90000000000003,-255.20000000000005,-149.0,21.399999999999977,218.79999999999995,389.7999999999997
180,-532.8,-385.8,-247.0,-140.0,25.999999999999773,228.9999999999999,408.9999999999998
190,-530.6,-378.2,-230.60000000000002,-105.0,62.599999999999966,243.20000000000007,422.7999999999997
200,-515.2,-337.5,-219.60000000000002,-83.0,68.79999999999995,238.3999999999997,428.89999999999986
210,-507.05,-324.15000000000003,-206.60000000000002,-62.0,75.19999999999999,242.8999999999997,422.09999999999985
220,-510.4,-325.25,-203.1,-59.5,77.89999999999995,252.09999999999997,436.14999999999986
230,-501.4,-314.8,-182.60000000000002,-53.0,94.99999999999991,253.6,511.99999999999943
240,-492.84999999999997,-319.5,-175.9,-32.0,85.09999999999992,252.9,469.25000000000057
250,-501.4,-323.0,-176.0,-47.0,82.39999999999995,248.19999999999993,432.99999999999966
260,-482.4,-311.6,-157.2000000000001,-31.0,105.3,252.29999999999998,459.7499999999997
270,-468.84999999999997,-303.75,-149.7,-25.5,111.59999999999991,256.44999999999993,563.9499999999996
280,-431.0,-291.40000000000003,-149.6,-24.0,119.39999999999995,266.59999999999997,590.5999999999999
290,-455.19999999999993,-299.90000000000003,-149.4,-27.0,129.39999999999986,271.5,595.3999999999999
300,-465.55,-283.1,-142.3,-23.0,143.79999999999995,283.99999999999983,709.2999999999996
310,-463.8,-278.6,-129.0,-9.0,160.19999999999987,274.6,753.399999999999
320,-463.7,-278.15,-133.0,-15.5,168.0,273.4,747.0999999999992
330,-464.2,-280.4,-138.0,-28.0,127.39999999999961,295.3999999999999,778.5999999999992
340,-447.4,-278.0,-142.6,-22.0,162.79999999999993,373.3999999999999,904.5999999999992
350,-420.09999999999997,-278.0,-136.00000000000003,-19.0,160.2,410.10000000000014,942.399999999999
360,-430.15,-285.65000000000003,-141.00000000000003,-20.5,166.7,437.4000000000001,969.3999999999992
370,-436.3,-274.6,-120.4,-9.0,165.39999999999998,418.69999999999993,877.9999999999997
380,-444.5,-258.5,-118.0,17.0,168.0,401.5,837.0
390,-450.65,-276.05000000000007,-120.7,7.5,154.0,379.49999999999994,811.3999999999999
400,-416.2,-254.60000000000002,-122.6,-2.0,152.99999999999997,397.19999999999993,825.7999999999997
410,-388.9,-250.70000000000002,-128.4,-2.0,150.99999999999994,461.0999999999996,869.2999999999986
420,-390.85,-210.40000000000006,-120.7,7.5,154.0,480.14999999999947,881.4499999999997
430,-402.55,-205.20000000000002,-115.30000000000001,7.5,172.2,475.5000000000002,954.349999999999
440,-356.95,-205.20000000000002,-115.30000000000001,19.5,183.79999999999998,578.6,1122.1999999999996
450,-354.4,-197.4,-94.00000000000001,18.0,182.6,576.1999999999999,1118.3999999999999
460,-404.5,-213.0,-118.0,21.0,291.0,581.0,1126.0
470,-406.45,-220.8,-120.4,19.5,216.7999999999997,520.4999999999998,1129.7999999999997
480,-406.45,-172.6,-111.7,29.0,187.39999999999998,408.99999999999994,978.6499999999993
490,-392.5,-168.25,-63.1,50.0,281.1999999999999,420.99999999999983,1002.9499999999996
500,-311.95,-134.1,-55.9,63.5,291.2,404.9999999999999,834.8000000000001
510,-334.0,-133.0,-55.0,73.0,293.0,423.0,845.0
520,-338.5,-133.3,-49.400000000000006,80.0,300.19999999999993,447.89999999999975,857.1499999999993
530,-189.99999999999997,-133.6,-38.19999999999999,87.0,307.4,636.9999999999995,1095.3000000000002
540,-238.3,-128.45000000000002,-40.40000000000002,109.0,292.4,455.09999999999957,987.1999999999998
550,-229.59999999999997,-127.4,-44.0,87.0,302.59999999999997,626.5999999999999,1040.9999999999998
560,-229.59999999999997,-127.4,-44.6,46.0,291.8,626.5999999999999,1040.9999999999998
570,-255.7,-130.55,-44.2,88.5,300.19999999999993,535.4499999999998,1070.9999999999995
580,-402.75,-134.3,-49.400000000000006,79.0,300.19999999999993,535.4499999999998,1070.9999999999995
590,-396.5,-134.0,-55.0,27.0,293.0,512.5,1061.0
