rank,handle,points,penalty,successfulHackCount,unsuccessfulHackCount,oldDisplayRating,newDisplayRating,points_A,rejectedAttemptCount_A,time_A,points_B,rejectedAttemptCount_B,time_B,points_C,rejectedAttemptCount_C,time_C,points_D,rejectedAttemptCount_D,time_D,points_E,rejectedAttemptCount_E,time_E,OldTrueRating,NewTrueRating
651,vivekjnv93,1350.0,0,0,0,1638,1573,482.0,0,544.0,868.0,0,2007.0,0.0,2,,0.0,0,,0.0,0,,1638,1573
651,simplycomplex20,1350.0,0,0,0,1457,1555,478.0,0,712.0,872.0,0,1924.0,0.0,0,,0.0,0,,0.0,0,,1457,1555
651,CarlosM,1350.0,0,0,0,1587,1553,470.0,0,918.0,880.0,0,1856.0,0.0,0,,0.0,0,,0.0,0,,1587,1553
651,fthero,1350.0,0,0,0,1518,1559,474.0,0,806.0,876.0,0,1910.0,0.0,0,,0.0,0,,0.0,0,,1518,1559
651,Abdo_Sameh,1350.0,0,1,0,1188,1443,422.0,1,880.0,828.0,0,2603.0,0.0,0,,0.0,0,,0.0,0,,1188,1443
656,codebird,1348.0,0,0,0,1651,1581,476.0,0,753.0,872.0,0,1978.0,0.0,4,,0.0,0,,0.0,0,,1651,1581
656,snacache,1348.0,0,0,0,1447,1553,484.0,0,497.0,864.0,0,2053.0,0.0,0,,0.0,0,,0.0,0,,1447,1553
658,ImAlsoJoseph,1346.0,0,0,0,1179,1436,434.0,1,482.0,912.0,0,1379.0,0.0,5,,0.0,0,,0.0,0,,1179,1436
658,magnickolas,1346.0,0,0,0,1293,1502,482.0,0,587.0,864.0,0,2074.0,0.0,0,,0.0,0,,0.0,0,,1293,1502
660,ishita,1344.0,0,0,0,1657,1585,480.0,0,627.0,864.0,0,2057.0,0.0,1,,0.0,0,,0.0,0,,1657,1585
660,garv07,1344.0,0,0,0,1486,1556,468.0,0,1015.0,876.0,0,1869.0,0.0,1,,0.0,0,,0.0,0,,1486,1556
660,_good_game,1344.0,0,0,0,1667,1592,476.0,0,730.0,868.0,0,2005.0,0.0,1,,0.0,0,,0.0,0,,1667,1592
660,explorepulkit,1344.0,0,0,0,1403,1542,484.0,0,493.0,860.0,0,2109.0,0.0,0,,0.0,0,,0.0,0,,1403,1542
664,mentalist,1342.0,0,0,0,1553,1553,430.0,1,644.0,912.0,0,1348.0,0.0,2,,0.0,0,,0.0,0,,1553,1553
664,MohamadAdel,1342.0,0,0,0,1497,1555,480.0,0,637.0,862.0,1,1375.0,0.0,1,,0.0,0,,0.0,0,,1497,1555
666,darrensun,1340.0,0,0,0,1691,1607,472.0,0,865.0,868.0,0,1997.0,0.0,1,,0.0,0,,0.0,0,,1691,1607
666,mateusmoury,1340.0,0,0,0,1552,1553,488.0,0,415.0,852.0,0,2230.0,0.0,0,,0.0,0,,0.0,0,,1552,1553
668,REAL,1338.0,0,0,0,1662,1587,482.0,0,586.0,856.0,0,2209.0,0.0,0,,0.0,2,,0.0,0,,1662,1587
668,saelo,1338.0,0,0,0,1506,1554,482.0,0,546.0,856.0,0,2215.0,0.0,0,,0.0,0,,0.0,0,,1506,1554
670,Azret,1336.0,0,0,0,1524,1553,476.0,0,749.0,860.0,0,2134.0,0.0,2,,0.0,0,,0.0,0,,1524,1553
670,viz,1336.0,0,0,0,1500,1629,472.0,0,855.0,864.0,0,2099.0,0.0,2,,0.0,0,,0.0,0,,1500,1629
670,zubin29,1336.0,0,0,0,1387,1536,480.0,0,614.0,856.0,0,2205.0,0.0,0,,0.0,0,,0.0,0,,1387,1536
670,vishwacs111,1336.0,0,0,0,1625,1563,488.0,0,416.0,848.0,0,2282.0,0.0,2,,0.0,0,,0.0,0,,1625,1563
674,yifan1021,1334.0,0,0,0,1572,1548,486.0,0,470.0,848.0,0,2301.0,0.0,6,,0.0,0,,0.0,0,,1572,1548
674,gleb.astashkin,1334.0,0,0,0,1500,1628,470.0,0,902.0,864.0,0,2088.0,0.0,1,,0.0,0,,0.0,0,,1500,1628
674,kunj,1334.0,0,0,0,1692,1607,482.0,0,550.0,852.0,0,2248.0,0.0,3,,0.0,0,,0.0,0,,1692,1607
677,Vge_Mouse,1332.0,0,0,0,1398,1537,472.0,0,882.0,860.0,0,2120.0,0.0,4,,0.0,0,,0.0,0,,1398,1537
677,lighters,1332.0,0,0,0,1521,1551,476.0,0,728.0,856.0,0,2219.0,0.0,3,,0.0,0,,0.0,0,,1521,1551
677,gamo,1332.0,0,0,0,1592,1544,480.0,0,609.0,852.0,0,2239.0,0.0,3,,0.0,0,,0.0,0,,1592,1544
680,htrinh,1330.0,0,0,0,1627,1563,466.0,0,1072.0,864.0,0,2066.0,0.0,0,,0.0,0,,0.0,0,,1627,1563
680,sai16vicky,1330.0,0,0,0,1665,1588,434.0,1,489.0,896.0,0,1579.0,0.0,3,,0.0,0,,0.0,0,,1665,1588
682,Xanthic,1328.0,0,0,0,1686,1603,476.0,0,763.0,852.0,0,2276.0,0.0,4,,0.0,0,,0.0,0,,1686,1603
682,notpanwar,1328.0,0,0,0,1617,1557,460.0,0,1252.0,868.0,0,1997.0,0.0,3,,0.0,0,,0.0,0,,1617,1557
682,Zhandos,1328.0,0,0,0,1524,1550,482.0,0,575.0,846.0,1,1585.0,0.0,0,,0.0,2,,0.0,0,,1524,1550
685,Drak,1326.0,0,0,0,1697,1610,474.0,0,827.0,852.0,0,2257.0,0.0,0,,0.0,1,,0.0,0,,1697,1610
685,bansal0301,1326.0,0,0,0,1268,1484,474.0,0,783.0,852.0,0,2245.0,0.0,0,,0.0,0,,0.0,0,,1268,1484
687,saurabh.kathpalia,1324.0,0,0,0,1343,1517,302.0,2,2958.0,0.0,1,,1022.0,1,6969.0,0.0,0,,0.0,0,,1343,1517
687,Adiraj16,1324.0,0,0,0,1331,1512,476.0,0,757.0,848.0,0,2281.0,0.0,1,,0.0,0,,0.0,0,,1331,1512
689,Athena99,1322.0,0,0,0,1595,1543,482.0,0,547.0,840.0,0,2459.0,0.0,0,,0.0,0,,0.0,0,,1595,1543
689,inurtas,1322.0,0,0,0,1414,1538,478.0,0,707.0,844.0,0,2358.0,0.0,2,,0.0,0,,0.0,0,,1414,1538
689,tahmidhamim,1322.0,0,0,0,1658,1583,474.0,0,830.0,848.0,0,2338.0,0.0,1,,0.0,0,,0.0,0,,1658,1583
692,lstaresinic,1320.0,0,0,0,1540,1546,440.0,1,355.0,880.0,0,1809.0,0.0,0,,0.0,2,,0.0,0,,1540,1546
692,huantwofat,1320.0,0,0,0,1681,1598,0.0,1,,0.0,1,,1320.0,0,5104.0,0.0,3,,0.0,0,,1681,1598
692,Rowan.Lee,1320.0,0,0,0,1596,1543,428.0,1,663.0,892.0,0,1638.0,0.0,2,,0.0,0,,0.0,0,,1596,1543
695,fest,1318.0,0,0,0,1525,1546,398.0,1,1580.0,920.0,0,1236.0,0.0,0,,0.0,0,,0.0,0,,1525,1546
695,HowardChung,1318.0,0,0,0,1295,1495,482.0,0,572.0,836.0,0,2517.0,0.0,0,,0.0,0,,0.0,0,,1295,1495
695,Sonechko,1318.0,0,0,0,1237,1464,466.0,0,1034.0,852.0,0,2255.0,0.0,1,,0.0,1,,0.0,0,,1237,1464
698,deadmoroz,1316.0,0,0,0,1635,1567,480.0,0,601.0,836.0,0,2468.0,0.0,3,,0.0,0,,0.0,0,,1635,1567
699,atupal,1314.0,0,0,0,1552,1543,434.0,1,498.0,880.0,0,1847.0,0.0,1,,0.0,0,,0.0,0,,1552,1543
699,amr.f.eldfrawy,1314.0,0,0,0,1541,1543,488.0,0,384.0,826.0,1,1916.0,0.0,2,,0.0,2,,0.0,0,,1541,1543
699,iustin,1314.0,0,0,0,1640,1570,434.0,1,508.0,880.0,0,1803.0,0.0,0,,0.0,1,,0.0,0,,1640,1570
699,Prilog,1314.0,0,0,0,1678,1596,470.0,0,917.0,844.0,0,2397.0,0.0,0,,0.0,0,,0.0,0,,1678,1596
703,yahya.elfakir,1312.0,0,0,0,1563,1540,460.0,0,1227.0,852.0,0,2262.0,0.0,1,,0.0,0,,0.0,0,,1563,1540
703,younis,1312.0,0,0,0,1399,1531,472.0,0,890.0,840.0,0,2440.0,0.0,0,,0.0,0,,0.0,0,,1399,1531
703,feline,1312.0,0,0,0,1407,1533,476.0,0,737.0,836.0,0,2471.0,0.0,0,,0.0,0,,0.0,0,,1407,1533
706,zhengmingcan,1310.0,0,0,0,1612,1551,486.0,0,460.0,824.0,0,2697.0,0.0,1,,0.0,0,,0.0,0,,1612,1551
706,silennbud,1310.0,0,1,0,1512,1543,410.0,1,1209.0,800.0,0,3016.0,0.0,0,,0.0,0,,0.0,0,,1512,1543
706,BBM,1310.0,0,0,0,1299,1494,478.0,0,697.0,832.0,0,2564.0,0.0,4,,0.0,0,,0.0,0,,1299,1494
706,aditya1995,1310.0,0,0,0,1400,1530,430.0,1,634.0,880.0,0,1851.0,0.0,0,,0.0,0,,0.0,0,,1400,1530
710,PerryG,1308.0,0,0,0,1658,1581,476.0,0,743.0,832.0,0,2526.0,0.0,1,,0.0,0,,0.0,0,,1658,1581
710,SurenNihalani,1308.0,0,0,0,1622,1557,482.0,0,543.0,826.0,1,1910.0,0.0,0,,0.0,0,,0.0,0,,1622,1557
710,AC_lim,1308.0,0,0,0,1564,1538,480.0,0,635.0,828.0,0,2614.0,0.0,4,,0.0,0,,0.0,0,,1564,1538
713,vitovt,1306.0,0,0,0,1651,1576,418.0,1,961.0,888.0,0,1693.0,0.0,3,,0.0,0,,0.0,0,,1651,1576
713,khue1996,1306.0,0,0,0,1391,1526,474.0,0,805.0,832.0,0,2520.0,0.0,0,,0.0,0,,0.0,0,,1391,1526
713,yeyushengfan,1306.0,0,0,0,1427,1534,466.0,0,1025.0,840.0,0,2415.0,0.0,0,,0.0,0,,0.0,0,,1427,1534
713,backsider,1306.0,0,0,0,1192,1433,470.0,0,906.0,836.0,0,2481.0,0.0,0,,0.0,0,,0.0,0,,1192,1433
713,sid12,1306.0,0,0,0,1601,1544,474.0,0,834.0,832.0,0,2538.0,0.0,0,,0.0,0,,0.0,0,,1601,1544
718,luoluoluo,1304.0,0,0,0,1583,1533,476.0,0,727.0,828.0,0,2603.0,0.0,0,,0.0,0,,0.0,0,,1583,1533
719,xRoms,1302.0,0,0,0,1607,1547,478.0,0,679.0,824.0,0,2658.0,0.0,1,,0.0,0,,0.0,0,,1607,1547
719,himanshusahu06,1302.0,0,0,0,1450,1536,466.0,0,1032.0,836.0,0,2501.0,0.0,0,,0.0,0,,0.0,0,,1450,1536
719,differ,1302.0,0,0,0,1507,1539,434.0,1,494.0,868.0,0,2000.0,0.0,0,,0.0,0,,0.0,0,,1507,1539
722,axiom92,1300.0,0,0,0,1646,1572,468.0,0,1015.0,832.0,0,2548.0,0.0,0,,0.0,0,,0.0,0,,1646,1572
722,nkrajesh,1300.0,0,2,0,1547,1536,328.0,1,3697.0,772.0,0,3457.0,0.0,2,,0.0,0,,0.0,0,,1547,1536
722,CrazySona,1300.0,0,0,0,1332,1505,0.0,1,,0.0,1,,1300.0,2,4552.0,0.0,0,,0.0,0,,1332,1505
722,Mintoo,1300.0,0,0,0,1452,1536,468.0,0,990.0,832.0,0,2529.0,0.0,0,,0.0,0,,0.0,0,,1452,1536
726,031140213,1298.0,0,0,0,1665,1584,466.0,0,1048.0,832.0,0,2534.0,0.0,0,,0.0,0,,0.0,0,,1665,1584
726,lia123,1298.0,0,0,0,1500,1615,478.0,0,709.0,820.0,0,2708.0,0.0,0,,0.0,2,,0.0,0,,1500,1615
726,CST14-ice,1298.0,0,0,0,1461,1536,466.0,0,1063.0,832.0,0,2546.0,0.0,6,,0.0,0,,0.0,0,,1461,1536
726,alibi,1298.0,0,0,0,1232,1455,466.0,0,1028.0,832.0,0,2538.0,0.0,0,,0.0,0,,0.0,0,,1232,1455
726,andreiblaj17,1298.0,0,0,0,1246,1463,430.0,1,633.0,868.0,0,2006.0,0.0,0,,0.0,0,,0.0,0,,1246,1463
731,AmazingCoder,1296.0,0,1,0,1493,1536,404.0,1,1425.0,792.0,0,3169.0,0.0,0,,0.0,0,,0.0,0,,1493,1536
731,a11,1296.0,0,0,0,1531,1534,468.0,0,1003.0,828.0,0,2611.0,0.0,1,,0.0,0,,0.0,0,,1531,1534
731,anaximenes,1296.0,0,0,0,1673,1589,420.0,1,901.0,876.0,0,1877.0,0.0,1,,0.0,0,,0.0,0,,1673,1589
734,vipul007ravi,1294.0,0,0,0,1647,1572,478.0,0,697.0,816.0,0,2760.0,0.0,2,,0.0,0,,0.0,0,,1647,1572
734,Shivamfrnd,1294.0,0,0,0,1403,1524,454.0,0,1418.0,840.0,0,2417.0,0.0,0,,0.0,0,,0.0,0,,1403,1524
734,pelak,1294.0,0,0,0,1500,1613,474.0,0,784.0,820.0,0,2729.0,0.0,0,,0.0,5,,0.0,0,,1500,1613
734,ALEXKIRNAS,1294.0,0,0,0,1636,1564,454.0,0,1417.0,840.0,0,2423.0,0.0,0,,0.0,3,,0.0,0,,1636,1564
734,kunalkukreja,1294.0,0,2,0,1580,1530,420.0,1,938.0,674.0,1,4181.0,0.0,1,,0.0,0,,0.0,0,,1580,1530
734,soul_departed,1294.0,0,0,0,1616,1551,470.0,0,909.0,824.0,0,2680.0,0.0,1,,0.0,0,,0.0,0,,1616,1551
740,HotCat,1292.0,0,0,0,1500,1611,478.0,0,714.0,814.0,1,2052.0,0.0,9,,0.0,0,,0.0,0,,1500,1611
741,I_Love_Tina,1290.0,0,0,0,1649,1572,418.0,1,994.0,872.0,0,1933.0,0.0,0,,0.0,0,,0.0,0,,1649,1572
741,FinalVictory,1290.0,0,0,0,1390,1519,466.0,0,1058.0,824.0,0,2689.0,0.0,0,,0.0,0,,0.0,0,,1390,1519
741,sohelcseiu,1290.0,0,0,0,1251,1463,478.0,0,671.0,812.0,0,2848.0,0.0,1,,0.0,0,,0.0,0,,1251,1463
741,kirill146,1290.0,0,0,0,1545,1531,482.0,0,558.0,808.0,0,2939.0,0.0,0,,0.0,2,,0.0,0,,1545,1531
741,aoixuan,1290.0,0,0,0,1142,1394,470.0,0,923.0,820.0,0,2701.0,0.0,0,,0.0,0,,0.0,0,,1142,1394
746,ntarasov,1288.0,0,0,0,1357,1508,480.0,0,658.0,808.0,0,2922.0,0.0,0,,0.0,0,,0.0,0,,1357,1508
746,rajesh3579,1288.0,0,0,0,1360,1509,464.0,0,1082.0,824.0,0,2657.0,0.0,0,,0.0,0,,0.0,0,,1360,1509
746,legusta,1288.0,0,0,0,1470,1531,0.0,1,,0.0,1,,0.0,0,,1288.0,0,5368.0,0.0,0,,1470,1531
746,Wonka,1288.0,0,0,0,1367,1511,482.0,0,556.0,806.0,1,2214.0,0.0,0,,0.0,0,,0.0,0,,1367,1511
750,serejkee,1286.0,0,0,0,1629,1558,426.0,1,738.0,860.0,0,2135.0,0.0,2,,0.0,0,,0.0,0,,1629,1558
751,hnust_zhouchaoyuan,1284.0,0,0,0,1548,1527,424.0,1,832.0,860.0,0,2146.0,0.0,3,,0.0,0,,0.0,0,,1548,1527
751,mutsch,1284.0,0,0,0,1303,1486,476.0,0,778.0,808.0,0,2923.0,0.0,0,,0.0,0,,0.0,0,,1303,1486
751,mysterion,1284.0,0,0,0,1662,1580,486.0,0,436.0,798.0,1,2306.0,0.0,1,,0.0,0,,0.0,0,,1662,1580
751,cosmin,1284.0,0,0,0,1396,1518,482.0,0,598.0,802.0,1,2262.0,0.0,0,,0.0,0,,0.0,0,,1396,1518
755,kevi793,1282.0,0,1,0,1576,1525,472.0,0,897.0,710.0,1,3608.0,0.0,0,,0.0,0,,0.0,0,,1576,1525
755,14152591,1282.0,0,0,0,1473,1528,470.0,0,944.0,812.0,0,2858.0,0.0,0,,0.0,0,,0.0,0,,1473,1528
755,a305657,1282.0,0,0,0,1664,1581,474.0,0,780.0,808.0,0,2881.0,0.0,1,,0.0,3,,0.0,0,,1664,1581
755,madhavpurohit43,1282.0,0,0,0,1395,1517,462.0,0,1198.0,820.0,0,2706.0,0.0,0,,0.0,0,,0.0,0,,1395,1517
755,1k_trash,1282.0,0,0,0,1568,1522,426.0,1,731.0,856.0,0,2205.0,0.0,0,,0.0,0,,0.0,0,,1568,1522
760,ShekharNain,1280.0,0,0,0,1583,1528,472.0,0,874.0,808.0,0,2931.0,0.0,0,,0.0,0,,0.0,0,,1583,1528
760,zzapcoder,1280.0,0,0,0,1441,1524,472.0,0,883.0,808.0,0,2931.0,0.0,1,,0.0,0,,0.0,0,,1441,1524
760,Leshoi,1280.0,0,0,0,1378,1511,476.0,0,747.0,804.0,0,2966.0,0.0,0,,0.0,0,,0.0,0,,1378,1511
760,shagun,1280.0,0,0,0,1447,1525,464.0,0,1082.0,816.0,0,2798.0,0.0,0,,0.0,0,,0.0,0,,1447,1525
764,geroveni,1278.0,0,0,0,1549,1523,466.0,0,1046.0,812.0,0,2820.0,0.0,2,,0.0,0,,0.0,0,,1549,1523
765,Skiny.FoX,1276.0,0,0,0,1574,1522,412.0,1,1162.0,864.0,0,2086.0,0.0,0,,0.0,0,,0.0,0,,1574,1522
765,undercut,1276.0,0,0,0,1500,1605,472.0,0,850.0,804.0,0,2969.0,0.0,0,,0.0,4,,0.0,0,,1500,1605
765,calfcamel_4,1276.0,0,0,0,1500,1605,468.0,0,992.0,808.0,0,2880.0,0.0,2,,0.0,0,,0.0,0,,1500,1605
765,messyidea,1276.0,0,0,0,1618,1549,472.0,0,885.0,804.0,0,2958.0,0.0,4,,0.0,0,,0.0,0,,1618,1549
769,zzb619,1274.0,0,0,0,1604,1540,486.0,0,477.0,788.0,2,1728.0,0.0,0,,0.0,0,,0.0,0,,1604,1540
769,Tudor,1274.0,0,0,0,1677,1589,478.0,0,705.0,796.0,0,3119.0,0.0,5,,0.0,0,,0.0,0,,1677,1589
769,dwoolley3,1274.0,0,0,1,1537,1523,480.0,0,652.0,844.0,0,2341.0,0.0,0,,0.0,0,,0.0,0,,1537,1523
769,abhaygarg,1274.0,0,0,0,1531,1523,478.0,0,706.0,796.0,0,3068.0,0.0,3,,0.0,0,,0.0,0,,1531,1523
773,lopatin95,1272.0,0,0,0,1453,1522,468.0,0,1014.0,804.0,0,2974.0,0.0,1,,0.0,1,,0.0,0,,1453,1522
773,NadyaM,1272.0,0,0,0,1695,1601,472.0,0,861.0,800.0,0,3022.0,0.0,0,,0.0,0,,0.0,0,,1695,1601
775,DarkArchTemplar,1270.0,0,0,0,1396,1512,482.0,0,576.0,788.0,0,3223.0,0.0,7,,0.0,0,,0.0,0,,1396,1512
775,martinprakasa,1270.0,0,0,0,1330,1492,458.0,0,1308.0,812.0,0,2860.0,0.0,0,,0.0,0,,0.0,0,,1330,1492
775,saurabh7717,1270.0,0,0,0,1459,1522,482.0,0,584.0,788.0,0,3208.0,0.0,0,,0.0,0,,0.0,0,,1459,1522
775,uttom,1270.0,0,0,0,1430,1519,474.0,0,805.0,796.0,0,3119.0,0.0,0,,0.0,0,,0.0,0,,1430,1519
779,a_shikoff,1268.0,0,0,0,1576,1522,452.0,0,1482.0,816.0,0,2808.0,0.0,0,,0.0,0,,0.0,0,,1576,1522
779,Hell_Knight,1268.0,0,0,0,1510,1522,476.0,0,771.0,792.0,0,3140.0,0.0,0,,0.0,0,,0.0,0,,1510,1522
779,hawkphantom,1268.0,0,0,0,1476,1522,468.0,0,1016.0,800.0,0,3009.0,0.0,0,,0.0,0,,0.0,0,,1476,1522
779,1415259,1268.0,0,0,0,1362,1502,468.0,0,1006.0,800.0,0,3005.0,0.0,0,,0.0,0,,0.0,0,,1362,1502
779,shahriar_lu,1268.0,0,0,0,1498,1522,460.0,0,1230.0,808.0,0,2883.0,0.0,0,,0.0,0,,0.0,0,,1498,1522
779,AlexKolc,1268.0,0,0,0,1279,1469,480.0,0,607.0,788.0,0,3236.0,0.0,0,,0.0,0,,0.0,0,,1279,1469
779,AmarBattulga,1268.0,0,0,0,1637,1561,476.0,0,762.0,792.0,0,3157.0,0.0,0,,0.0,0,,0.0,0,,1637,1561
779,plamen,1268.0,0,0,0,1510,1522,480.0,0,629.0,788.0,0,3200.0,0.0,0,,0.0,0,,0.0,0,,1510,1522
787,Mitrenick,1266.0,0,0,0,1538,1517,468.0,0,963.0,798.0,1,2305.0,0.0,5,,0.0,4,,0.0,0,,1538,1517
787,akshay_goel,1266.0,0,0,0,1500,1599,454.0,0,1419.0,812.0,0,2821.0,0.0,1,,0.0,0,,0.0,0,,1500,1599
787,mapa,1266.0,0,0,0,1570,1517,426.0,1,753.0,840.0,0,2459.0,0.0,0,,0.0,0,,0.0,0,,1570,1517
787,rationalex,1266.0,0,0,0,1376,1504,478.0,0,692.0,788.0,0,3206.0,0.0,0,,0.0,0,,0.0,0,,1376,1504
787,saurabh4201,1266.0,0,0,0,1569,1517,470.0,0,958.0,796.0,0,3077.0,0.0,2,,0.0,0,,0.0,0,,1569,1517
787,katan,1266.0,0,0,0,1521,1519,470.0,0,921.0,796.0,0,3098.0,0.0,2,,0.0,0,,0.0,0,,1521,1519
787,MedGhassen,1266.0,0,0,0,1324,1487,410.0,1,1237.0,856.0,0,2210.0,0.0,0,,0.0,1,,0.0,0,,1324,1487
787,divijbindlish,1266.0,0,0,0,1464,1519,398.0,1,1612.0,868.0,0,2007.0,0.0,0,,0.0,3,,0.0,0,,1464,1519
795,ki-ki,1262.0,0,0,0,1582,1523,478.0,0,710.0,784.0,0,3291.0,0.0,0,,0.0,0,,0.0,0,,1582,1523
796,asdacap,1260.0,0,0,0,1441,1514,474.0,0,812.0,786.0,1,2489.0,0.0,0,,0.0,0,,0.0,0,,1441,1514
796,rohitnandani3118,1260.0,0,0,0,1478,1517,474.0,0,801.0,786.0,1,2470.0,0.0,3,,0.0,0,,0.0,0,,1478,1517
796,hellocpp127,1260.0,0,0,0,1630,1555,478.0,0,673.0,782.0,1,2567.0,0.0,3,,0.0,0,,0.0,0,,1630,1555
799,AbdoA2,1258.0,0,0,0,1290,1470,406.0,0,2855.0,852.0,0,2229.0,0.0,0,,0.0,0,,0.0,0,,1290,1470
799,Boomerang,1258.0,0,0,0,1477,1516,432.0,1,584.0,826.0,1,1915.0,0.0,0,,0.0,8,,0.0,0,,1477,1516
799,Rafsan,1258.0,0,0,0,1548,1512,478.0,0,663.0,780.0,0,3324.0,0.0,0,,0.0,0,,0.0,0,,1548,1512
802,upasanam,1256.0,0,0,0,1333,1487,478.0,0,672.0,778.0,1,2621.0,0.0,0,,0.0,0,,0.0,0,,1333,1487
803,lakshit,1254.0,0,0,0,1628,1553,432.0,1,582.0,822.0,1,1929.0,0.0,1,,0.0,3,,0.0,0,,1628,1553
804,dnkaito,1252.0,0,0,0,1582,1522,430.0,1,657.0,822.0,1,1940.0,0.0,4,,0.0,0,,0.0,0,,1582,1522
805,mbr1,1250.0,0,0,0,1536,1512,410.0,1,1218.0,840.0,0,2459.0,0.0,0,,0.0,0,,0.0,0,,1536,1512
805,adzen,1250.0,0,0,0,1542,1511,480.0,0,618.0,770.0,1,2725.0,0.0,0,,0.0,0,,0.0,0,,1542,1511
805,saurabhsuman,1250.0,0,0,0,1629,1553,402.0,0,2992.0,848.0,0,2312.0,0.0,0,,0.0,0,,0.0,0,,1629,1553
805,SmilENow,1250.0,0,0,0,1679,1587,474.0,0,802.0,776.0,2,1919.0,0.0,4,,0.0,0,,0.0,0,,1679,1587
805,soundar,1250.0,0,0,0,1659,1574,454.0,0,1421.0,796.0,0,3100.0,0.0,1,,0.0,0,,0.0,0,,1659,1574
805,gookven,1250.0,0,0,0,1698,1600,374.0,2,790.0,876.0,0,1870.0,0.0,0,,0.0,0,,0.0,0,,1698,1600
805,LAZO,1250.0,0,0,0,1494,1514,422.0,1,852.0,828.0,0,2608.0,0.0,0,,0.0,0,,0.0,0,,1494,1514
812,baba26,1248.0,0,0,0,1679,1587,468.0,0,994.0,780.0,0,3351.0,0.0,0,,0.0,1,,0.0,0,,1679,1587
812,lunaivory,1248.0,0,0,0,1304,1473,472.0,0,847.0,776.0,0,3407.0,0.0,0,,0.0,3,,0.0,0,,1304,1473
812,koyumeishi,1248.0,0,0,0,1666,1578,480.0,0,627.0,768.0,0,3498.0,0.0,0,,0.0,0,,0.0,0,,1666,1578
815,dumanshu,1246.0,0,0,0,1590,1527,474.0,0,831.0,772.0,0,3450.0,0.0,0,,0.0,5,,0.0,0,,1590,1527
815,the_silliest,1246.0,0,0,0,1220,1430,484.0,0,486.0,762.0,1,2832.0,0.0,0,,0.0,1,,0.0,0,,1220,1430
815,zywscq,1246.0,0,0,0,1672,1582,466.0,0,1039.0,780.0,0,3340.0,0.0,0,,0.0,0,,0.0,0,,1672,1582
815,hegde,1246.0,0,0,0,1511,1511,402.0,1,1474.0,844.0,0,2364.0,0.0,6,,0.0,0,,0.0,0,,1511,1511
815,codepoker,1246.0,0,0,0,1382,1499,198.0,4,3068.0,0.0,2,,1048.0,0,7147.0,0.0,0,,0.0,0,,1382,1499
815,aalhadkulkarni,1246.0,0,0,0,1404,1504,474.0,0,807.0,772.0,0,3426.0,0.0,0,,0.0,0,,0.0,0,,1404,1504
815,marcioreis,1246.0,0,1,0,1618,1545,468.0,0,966.0,678.0,1,4094.0,0.0,0,,0.0,0,,0.0,0,,1618,1545
815,quakerzyq,1246.0,0,0,0,1599,1532,470.0,0,949.0,776.0,0,3375.0,0.0,4,,0.0,0,,0.0,0,,1599,1532
815,Omar_Mahmoud,1246.0,0,0,0,1589,1526,378.0,2,688.0,868.0,0,2014.0,0.0,0,,0.0,0,,0.0,0,,1589,1526
824,Tintin,1244.0,0,0,0,1311,1473,468.0,0,982.0,776.0,0,3395.0,0.0,0,,0.0,0,,0.0,0,,1311,1473
824,jay_walker,1244.0,0,0,0,1294,1466,466.0,0,1029.0,778.0,1,2581.0,0.0,0,,0.0,0,,0.0,0,,1294,1466
824,Nada,1244.0,0,3,0,1613,1541,264.0,2,4102.0,680.0,2,3333.0,0.0,0,,0.0,0,,0.0,0,,1613,1541
824,tridorje,1244.0,0,0,0,1506,1508,464.0,0,1120.0,780.0,0,3324.0,0.0,0,,0.0,0,,0.0,0,,1506,1508
828,i.surmin,1242.0,0,0,0,1494,1508,450.0,0,1519.0,792.0,0,3165.0,0.0,2,,0.0,0,,0.0,0,,1494,1508
829,exploringraj,1240.0,0,0,0,1456,1507,424.0,1,826.0,816.0,0,2769.0,0.0,0,,0.0,0,,0.0,0,,1456,1507
829,Leviii,1240.0,0,0,0,1372,1493,476.0,0,728.0,764.0,0,3543.0,0.0,0,,0.0,0,,0.0,0,,1372,1493
829,kishorer0ck,1240.0,0,0,0,1400,1499,420.0,0,2427.0,820.0,0,2721.0,0.0,2,,0.0,1,,0.0,0,,1400,1499
832,kaavee,1238.0,0,0,0,1500,1587,442.0,0,1770.0,796.0,0,3119.0,0.0,1,,0.0,0,,0.0,0,,1500,1587
832,prat33k,1238.0,0,0,0,1252,1444,406.0,1,1320.0,832.0,0,2571.0,0.0,0,,0.0,0,,0.0,0,,1252,1444
832,NullCoder,1238.0,0,0,0,1260,1448,418.0,1,990.0,820.0,0,2711.0,0.0,0,,0.0,0,,0.0,0,,1260,1448
832,luke95,1238.0,0,0,0,1669,1578,434.0,1,522.0,804.0,0,2963.0,0.0,0,,0.0,0,,0.0,0,,1669,1578
836,rock__y,1236.0,0,0,0,1385,1494,424.0,1,827.0,812.0,0,2834.0,0.0,0,,0.0,0,,0.0,0,,1385,1494
836,shreeshaprabhu,1236.0,0,0,0,1642,1560,468.0,0,1019.0,768.0,0,3517.0,0.0,0,,0.0,0,,0.0,0,,1642,1560
836,SaMer,1236.0,0,0,0,1489,1506,368.0,2,962.0,868.0,0,2037.0,0.0,0,,0.0,0,,0.0,0,,1489,1506
